open,high,low,close,adjclose,volume,ticker,Date
177.8300018310547,182.8800048828125,177.7100067138672,182.00999450683594,179.7245330810547,104487900,AAPL,2022-01-03
182.6300048828125,182.94000244140625,179.1199951171875,179.6999969482422,177.44354248046875,99310400,AAPL,2022-01-04
179.61000061035156,180.1699981689453,174.63999938964844,174.9199981689453,172.72360229492188,94537600,AAPL,2022-01-05
172.6999969482422,175.3000030517578,171.63999938964844,172.0,169.84024047851562,96904000,AAPL,2022-01-06
172.88999938964844,174.13999938964844,171.02999877929688,172.1699981689453,170.00811767578125,86709100,AAPL,2022-01-07
169.0800018310547,172.5,168.1699981689453,172.19000244140625,170.02786254882812,106765600,AAPL,2022-01-10
172.32000732421875,175.17999267578125,170.82000732421875,175.0800018310547,172.881591796875,76138300,AAPL,2022-01-11
176.1199951171875,177.17999267578125,174.82000732421875,175.52999877929688,173.32591247558594,74805200,AAPL,2022-01-12
175.77999877929688,176.6199951171875,171.7899932861328,172.19000244140625,170.02786254882812,84505800,AAPL,2022-01-13
171.33999633789062,173.77999877929688,171.08999633789062,173.07000732421875,170.8968505859375,80440800,AAPL,2022-01-14
171.50999450683594,172.5399932861328,169.41000366210938,169.8000030517578,167.6678924560547,90956700,AAPL,2022-01-18
170.0,171.0800018310547,165.94000244140625,166.22999572753906,164.14266967773438,94815000,AAPL,2022-01-19
166.97999572753906,169.67999267578125,164.17999267578125,164.50999450683594,162.44432067871094,91420500,AAPL,2022-01-20
164.4199981689453,166.3300018310547,162.3000030517578,162.41000366210938,160.37066650390625,122848900,AAPL,2022-01-21
160.02000427246094,162.3000030517578,154.6999969482422,161.6199951171875,159.59056091308594,162294600,AAPL,2022-01-24
158.97999572753906,162.75999450683594,157.02000427246094,159.77999877929688,157.773681640625,115798400,AAPL,2022-01-25
163.5,164.38999938964844,157.82000732421875,159.69000244140625,157.684814453125,108275300,AAPL,2022-01-26
162.4499969482422,163.83999633789062,158.27999877929688,159.22000122070312,157.220703125,121954600,AAPL,2022-01-27
165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,168.19122314453125,179935700,AAPL,2022-01-28
170.16000366210938,175.0,169.50999450683594,174.77999877929688,172.58534240722656,115541600,AAPL,2022-01-31
174.00999450683594,174.83999633789062,172.30999755859375,174.61000061035156,172.41748046875,86213900,AAPL,2022-02-01
174.75,175.8800048828125,173.3300018310547,175.83999633789062,173.63201904296875,84914300,AAPL,2022-02-02
174.47999572753906,176.24000549316406,172.1199951171875,172.89999389648438,170.72894287109375,89418100,AAPL,2022-02-03
171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,170.44224548339844,82465400,AAPL,2022-02-04
172.86000061035156,173.9499969482422,170.9499969482422,171.66000366210938,169.72047424316406,77251200,AAPL,2022-02-07
171.72999572753906,175.35000610351562,171.42999267578125,174.8300018310547,172.8546600341797,74829200,AAPL,2022-02-08
176.0500030517578,176.64999389648438,174.89999389648438,176.27999877929688,174.28826904296875,71285000,AAPL,2022-02-09
174.13999938964844,175.47999572753906,171.5500030517578,172.1199951171875,170.17529296875,90865900,AAPL,2022-02-10
172.3300018310547,173.0800018310547,168.0399932861328,168.63999938964844,166.73460388183594,98670700,AAPL,2022-02-11
167.3699951171875,169.5800018310547,166.55999755859375,168.8800048828125,166.97189331054688,86185500,AAPL,2022-02-14
170.97000122070312,172.9499969482422,170.25,172.7899932861328,170.8377227783203,62527400,AAPL,2022-02-15
171.85000610351562,173.33999633789062,170.0500030517578,172.5500030517578,170.60043334960938,61177400,AAPL,2022-02-16
171.02999877929688,171.91000366210938,168.47000122070312,168.8800048828125,166.97189331054688,69589300,AAPL,2022-02-17
169.82000732421875,170.5399932861328,166.19000244140625,167.3000030517578,165.4097442626953,82772700,AAPL,2022-02-18
164.97999572753906,166.69000244140625,162.14999389648438,164.32000732421875,162.4634246826172,91162800,AAPL,2022-02-22
165.5399932861328,166.14999389648438,159.75,160.07000732421875,158.2614288330078,90009200,AAPL,2022-02-23
152.5800018310547,162.85000610351562,152.0,162.74000549316406,160.90127563476562,141147500,AAPL,2022-02-24
163.83999633789062,165.1199951171875,160.8699951171875,164.85000610351562,162.9874267578125,91974200,AAPL,2022-02-25
163.05999755859375,165.4199981689453,162.42999267578125,165.1199951171875,163.25436401367188,95056600,AAPL,2022-02-28
164.6999969482422,166.60000610351562,161.97000122070312,163.1999969482422,161.35604858398438,83474400,AAPL,2022-03-01
164.38999938964844,167.36000061035156,162.9499969482422,166.55999755859375,164.67813110351562,79724800,AAPL,2022-03-02
168.47000122070312,168.91000366210938,165.5500030517578,166.22999572753906,164.35183715820312,76678400,AAPL,2022-03-03
164.49000549316406,165.5500030517578,162.10000610351562,163.1699981689453,161.32640075683594,83737200,AAPL,2022-03-04
163.36000061035156,165.02000427246094,159.0399932861328,159.3000030517578,157.50013732910156,96418800,AAPL,2022-03-07
158.82000732421875,162.8800048828125,155.8000030517578,157.44000244140625,155.66114807128906,131148300,AAPL,2022-03-08
161.47999572753906,163.41000366210938,159.41000366210938,162.9499969482422,161.10890197753906,91454900,AAPL,2022-03-09
160.1999969482422,160.38999938964844,155.97999572753906,158.52000427246094,156.72894287109375,105342000,AAPL,2022-03-10
158.92999267578125,159.27999877929688,154.5,154.72999572753906,152.98178100585938,96970100,AAPL,2022-03-11
151.4499969482422,154.1199951171875,150.10000610351562,150.6199951171875,148.91819763183594,108732100,AAPL,2022-03-14
150.89999389648438,155.57000732421875,150.3800048828125,155.08999633789062,153.3376922607422,92964300,AAPL,2022-03-15
157.0500030517578,160.0,154.4600067138672,159.58999633789062,157.786865234375,102300200,AAPL,2022-03-16
158.61000061035156,161.0,157.6300048828125,160.6199951171875,158.80520629882812,75615400,AAPL,2022-03-17
160.50999450683594,164.47999572753906,159.75999450683594,163.97999572753906,162.12725830078125,123511700,AAPL,2022-03-18
163.50999450683594,166.35000610351562,163.00999450683594,165.3800048828125,163.5114288330078,95811400,AAPL,2022-03-21
165.50999450683594,169.4199981689453,164.91000366210938,168.82000732421875,166.91258239746094,81532000,AAPL,2022-03-22
167.99000549316406,172.63999938964844,167.64999389648438,170.2100067138672,168.28688049316406,98062700,AAPL,2022-03-23
171.05999755859375,174.13999938964844,170.2100067138672,174.07000732421875,172.103271484375,90131400,AAPL,2022-03-24
173.8800048828125,175.27999877929688,172.75,174.72000122070312,172.74591064453125,80546200,AAPL,2022-03-25
172.1699981689453,175.72999572753906,172.0,175.60000610351562,173.615966796875,90371900,AAPL,2022-03-28
176.69000244140625,179.00999450683594,176.33999633789062,178.9600067138672,176.93800354003906,100589400,AAPL,2022-03-29
178.5500030517578,179.61000061035156,176.6999969482422,177.77000427246094,175.76145935058594,92633200,AAPL,2022-03-30
177.83999633789062,178.02999877929688,174.39999389648438,174.61000061035156,172.63714599609375,103049300,AAPL,2022-03-31
174.02999877929688,174.8800048828125,171.94000244140625,174.30999755859375,172.3405303955078,78751300,AAPL,2022-04-01
174.57000732421875,178.49000549316406,174.44000244140625,178.44000244140625,176.42388916015625,76468400,AAPL,2022-04-04
177.5,178.3000030517578,174.4199981689453,175.05999755859375,173.08206176757812,73401800,AAPL,2022-04-05
172.36000061035156,173.6300048828125,170.1300048828125,171.8300018310547,169.88856506347656,89058800,AAPL,2022-04-06
171.16000366210938,173.36000061035156,169.85000610351562,172.13999938964844,170.195068359375,77594700,AAPL,2022-04-07
171.77999877929688,171.77999877929688,169.1999969482422,170.08999633789062,168.168212890625,76575500,AAPL,2022-04-08
168.7100067138672,169.02999877929688,165.5,165.75,163.87725830078125,72246700,AAPL,2022-04-11
168.02000427246094,169.8699951171875,166.63999938964844,167.66000366210938,165.7656707763672,79265200,AAPL,2022-04-12
167.38999938964844,171.0399932861328,166.77000427246094,170.39999389648438,168.47470092773438,70618900,AAPL,2022-04-13
170.6199951171875,171.27000427246094,165.0399932861328,165.2899932861328,163.42245483398438,75329400,AAPL,2022-04-14
163.9199981689453,166.60000610351562,163.57000732421875,165.07000732421875,163.2049560546875,69023900,AAPL,2022-04-18
165.02000427246094,167.82000732421875,163.91000366210938,167.39999389648438,165.5086212158203,67723800,AAPL,2022-04-19
168.75999450683594,168.8800048828125,166.10000610351562,167.22999572753906,165.3405303955078,67929800,AAPL,2022-04-20
168.91000366210938,171.52999877929688,165.91000366210938,166.4199981689453,164.5396728515625,87227800,AAPL,2022-04-21
